USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
9.757461e+21,125.533,-0.00034743,2308.239,5.672,615.539,52.605,-0.0012924,30.851,122.686,0.34218106,13597820000000.0,2873201000000.0,4.912374e+22,24.501,657.215149,0.0,5.568,211,11112,M2.9,2010.10.13_07:12_TAI
2.213382e+22,96.842,-0.00069809,8559.758,29.923,1325.289,48.561,-0.00151669,42.489,99.663,-0.12245167,26871630000000.0,1993111000000.0,3.629945e+23,35.85,887.820923,4.44,22.291,345,11149,M1.3,2011.01.24_13:03_TAI
1.891222e+21,142.681,-0.00574884,2630.619,12.094,152.82,70.865,-0.01747609,38.865,140.364,0.43676123,3177981000000.0,801731000000.0,1.054362e+22,27.893,108.805763,0.0,17.344,362,11153,M1.9,2011.02.05_13:31_TAI
1.793779e+21,139.516,-0.00563265,4216.41,22.539,185.015,77.413,-0.01435061,43.035,143.002,0.57771635,3641469000000.0,1264154000000.0,1.513006e+22,34.218,65.813286,3.466,15.219,377,11158,M2.2,2011.02.11_05:26_TAI
4.926262e+21,127.12,0.00080395,4760.803,27.283,482.622,79.017,0.00212394,47.959,125.349,0.48750275,10004100000000.0,2005781000000.0,5.075114e+22,36.901,260.402344,3.19,6.453,377,11158,M1.0,2011.02.12_13:39_TAI
2.656568e+22,94.131,0.01562412,15319.02,59.833,3029.388,68.225,0.03219769,59.996,102.981,0.19267108,55030420000000.0,11953520000000.0,8.570458e+23,52.255,1115.091187,4.87,658.197,377,11158,M6.6,2011.02.14_22:11_TAI
7.134993e+21,131.009,-0.00455722,3205.099,16.139,616.001,61.558,-0.01461728,37.039,132.894,0.14672303,12726150000000.0,1620099000000.0,4.958412e+22,30.021,314.874878,3.717,53.087,394,11165,M5.3,2011.03.04_22:44_TAI
2.318304e+22,92.616,-0.00171773,10658.35,43.18,1658.928,56.75,-0.00354107,50.401,97.136,0.13125746,34304740000000.0,2317641000000.0,4.826632e+23,42.913,975.222656,4.484,58.571,401,11166,X1.5,2011.03.06_11:23_TAI
2.684529e+22,94.77,-0.00103587,5696.381,23.642,1659.007,48.147,-0.00288352,39.934,96.929,-0.03058849,35580070000000.0,2483883000000.0,3.153793e+23,34.333,1047.178955,4.308,43.184,833,11283,M5.3,2011.09.02_13:50_TAI
2.021512e+22,111.187,-0.00042669,7486.727,38.542,1795.515,68.916,-0.00129995,51.54,112.449,0.44220093,38114610000000.0,8518222000000.0,3.579573e+23,41.236,1453.489136,4.417,15.361,833,11283,M6.7,2011.09.05_03:46_TAI
6.287642e+22,70.511,-0.00540869,10031.23,31.116,4101.456,43.455,-0.01029057,43.173,85.177,-0.06854667,66308700000000.0,13422380000000.0,1.099284e+24,36.196,1886.053101,4.685,446.293,1638,11476,M5.7,2012.05.06_16:18_TAI
3.528967e+22,90.639,-0.00327022,8192.083,26.031,2343.031,50.096,-0.00622108,40.838,97.962,-0.10057976,40362640000000.0,7189272000000.0,5.01706e+23,35.109,1102.866211,4.484,150.806,1807,11515,M5.6,2012.06.28_22:52_TAI
3.373293e+22,102.613,-0.00504982,11943.08,42.401,2730.222,63.381,-0.0098941,51.157,109.631,-0.19501162,55778020000000.0,15228510000000.0,7.90367e+23,43.821,1482.033936,4.682,251.628,1807,11515,M5.3,2012.06.30_21:55_TAI
3.269022e+22,98.597,-0.01019577,12383.9,48.463,2940.595,66.032,-0.02192647,54.346,106.312,-0.09259003,59871820000000.0,22174830000000.0,8.521685e+23,46.578,1545.166382,4.782,528.283,1807,11515,M6.1,2012.07.01_23:44_TAI
3.02004e+22,75.534,-0.00189213,4307.831,12.024,1721.645,39.729,-0.00469478,32.634,84.201,-0.00452735,30000380000000.0,6752195000000.0,2.434624e+23,26.438,685.551636,4.171,80.517,3291,11875,M1.0,2013.10.18_12:22_TAI
2.895193e+22,97.866,0.00196725,5174.023,14.58,2115.895,48.897,0.00435122,33.362,102.691,-0.13603447,36694180000000.0,2746147000000.0,2.657144e+23,27.714,696.842285,4.216,76.072,3291,11875,M1.0,2013.10.19_03:20_TAI
